,duration,pdays,emp.var.rate,euribor3m,nr.employed
16840,264.0,999.0,-1.8,1.354,5099.1
16841,456.0,999.0,-1.8,1.313,5099.1
16842,71.0,999.0,-1.8,1.27,5099.1
16843,687.0,999.0,1.4,4.962,5228.1
16844,381.0,999.0,-3.4,0.714,5017.5
16845,356.0,999.0,1.4,4.96,5228.1
16846,518.0,999.0,-1.8,1.445,5099.1
16847,57.0,999.0,1.4,4.964,5228.1
16848,606.0,999.0,1.4,4.958,5228.1
16849,125.0,999.0,1.4,4.963,5228.1
16850,118.0,999.0,1.4,4.967,5228.1
16851,76.0,999.0,-1.8,1.25,5099.1
16852,100.0,999.0,-1.8,1.291,5099.1
16853,232.0,12.0,-1.8,0.644,5008.7
16854,659.0,999.0,-1.8,0.652,5008.7
16855,49.0,999.0,1.4,4.964,5228.1
16856,338.0,999.0,-1.8,1.299,5099.1
16857,719.0,999.0,1.4,4.96,5228.1
16858,435.0,999.0,1.4,4.959,5228.1
16859,277.0,999.0,-0.1,4.12,5195.8
16860,68.0,999.0,-2.9,0.851,5076.2
16861,482.0,999.0,1.4,4.957,5228.1
16862,129.0,999.0,1.4,4.963,5228.1
16863,233.0,999.0,1.1,4.857,5191.0
16864,91.0,999.0,1.4,4.961,5228.1
16865,309.0,6.0,-1.8,0.682,5008.7
16866,104.0,999.0,1.4,4.966,5228.1
16867,1288.0,999.0,1.4,4.961,5228.1
16868,629.0,999.0,1.4,4.966,5228.1
16869,356.0,999.0,1.4,4.965,5228.1
16870,132.0,999.0,1.1,4.86,5191.0
16871,73.0,999.0,1.4,4.959,5228.1
16872,492.0,999.0,1.4,4.959,5228.1
16873,44.0,999.0,-2.9,0.849,5076.2
16874,295.0,999.0,-1.8,1.423,5099.1
16875,38.0,999.0,1.4,4.961,5228.1
16876,134.0,999.0,1.1,4.856,5191.0
16877,310.0,999.0,-2.9,0.883,5076.2
16878,322.0,999.0,1.1,4.855,5191.0
16879,139.0,999.0,-1.8,1.25,5099.1
16880,85.0,999.0,1.1,4.855,5191.0
16881,124.0,999.0,-2.9,1.206,5076.2
16882,159.0,6.0,-1.1,1.05,4963.6
16883,119.0,999.0,1.4,4.964,5228.1
16884,87.0,999.0,-1.8,1.244,5099.1
16885,363.0,999.0,1.1,4.857,5191.0
16886,172.0,999.0,1.4,4.963,5228.1
16887,99.0,999.0,-0.1,4.153,5195.8
16888,43.0,999.0,-1.8,1.405,5099.1
16889,159.0,999.0,-1.8,1.435,5099.1
16890,94.0,6.0,-3.0,0.709,5023.5
16891,352.0,999.0,-2.9,0.884,5076.2
16892,675.0,999.0,-0.1,4.021,5195.8
16893,426.0,999.0,1.4,4.962,5228.1
16894,111.0,999.0,-1.8,1.405,5099.1
16895,18.0,22.0,-1.7,0.899,4991.6
16896,91.0,999.0,-1.8,1.266,5099.1
16897,206.0,999.0,1.4,4.965,5228.1
16898,406.0,999.0,-1.8,1.25,5099.1
16899,490.0,999.0,-1.8,1.327,5099.1
16900,344.0,999.0,1.1,4.859,5191.0
16901,165.0,999.0,-1.7,0.782,4991.6
16902,151.0,999.0,1.1,4.859,5191.0
16903,128.0,999.0,-1.8,1.327,5099.1
16904,119.0,999.0,1.4,4.865,5228.1
16905,114.0,999.0,-1.8,1.27,5099.1
16906,161.0,999.0,1.4,4.962,5228.1
16907,32.0,999.0,-0.1,4.153,5195.8
16908,152.0,999.0,1.4,4.961,5228.1
16909,162.0,999.0,1.4,4.965,5228.1
16910,92.0,999.0,1.4,4.962,5228.1
16911,1258.0,999.0,-0.1,4.076,5195.8
16912,329.0,999.0,-1.8,1.281,5099.1
16913,206.0,999.0,1.1,4.857,5191.0
16914,113.0,999.0,1.4,4.961,5228.1
16915,231.0,999.0,-0.1,4.153,5195.8
16916,254.0,999.0,-1.8,1.405,5099.1
16917,99.0,999.0,1.4,4.96,5228.1
16918,198.0,999.0,-1.8,1.313,5099.1
16919,167.0,999.0,1.4,4.964,5228.1
16920,181.0,999.0,-3.4,0.739,5017.5
16921,16.0,999.0,-1.8,1.405,5099.1
16922,438.0,999.0,1.4,4.967,5228.1
16923,18.0,999.0,1.1,4.858,5191.0
16924,122.0,999.0,1.4,4.961,5228.1
16925,18.0,999.0,-1.8,1.281,5099.1
16926,59.0,999.0,1.4,4.962,5228.1
16927,167.0,999.0,-1.8,1.281,5099.1
16928,133.0,999.0,1.4,4.964,5228.1
16929,251.0,999.0,-2.9,1.262,5076.2
16930,69.0,999.0,1.4,4.964,5228.1
16931,379.0,999.0,-1.1,0.879,4963.6
16932,250.0,999.0,1.4,4.96,5228.1
16933,19.0,999.0,-1.8,1.405,5099.1
16934,163.0,999.0,-0.1,4.153,5195.8
16935,220.0,999.0,1.4,4.961,5228.1
16936,140.0,999.0,-1.8,1.415,5099.1
16937,295.0,999.0,-1.7,0.797,4991.6
16938,580.0,999.0,-1.8,1.41,5099.1
16939,138.0,999.0,-1.8,1.405,5099.1
16940,142.0,999.0,1.1,4.858,5191.0
16941,156.0,999.0,-3.4,0.739,5017.5
16942,609.0,999.0,1.4,4.964,5228.1
16943,213.0,999.0,-1.8,1.811,5099.1
16944,330.0,999.0,1.4,4.963,5228.1
16945,520.0,999.0,-1.8,1.415,5099.1
16946,74.0,5.0,-0.1,4.12,5195.8
16947,470.0,999.0,-0.1,4.076,5195.8
16948,135.0,999.0,1.1,4.855,5191.0
16949,543.0,999.0,1.4,4.96,5228.1
16950,119.0,999.0,-0.1,4.153,5195.8
16951,335.0,999.0,-1.8,1.344,5099.1
16952,105.0,999.0,1.4,4.965,5228.1
16953,177.0,999.0,-2.9,1.26,5076.2
16954,165.0,999.0,1.4,4.963,5228.1
16955,135.0,999.0,1.1,4.864,5191.0
16956,692.0,999.0,-3.4,0.741,5017.5
16957,280.0,999.0,1.4,4.963,5228.1
16958,179.0,999.0,-1.8,1.531,5099.1
16959,182.0,999.0,1.4,4.963,5228.1
16960,920.0,999.0,1.1,4.86,5191.0
16961,955.0,999.0,-1.8,1.291,5099.1
16962,11.0,3.0,-1.8,1.354,5099.1
16963,634.0,999.0,1.4,4.959,5228.1
16964,193.0,999.0,1.4,4.961,5228.1
16965,17.0,999.0,-1.8,1.405,5099.1
16966,146.0,999.0,1.1,4.859,5191.0
16967,17.0,999.0,1.4,4.961,5228.1
16968,871.0,999.0,-0.1,4.076,5195.8
16969,365.0,999.0,-1.8,1.291,5099.1
16970,98.0,999.0,-2.9,1.072,5076.2
16971,17.0,999.0,-1.8,1.405,5099.1
16972,105.0,999.0,1.4,4.962,5228.1
16973,1132.0,999.0,-0.1,4.191,5195.8
16974,377.0,999.0,1.4,4.963,5228.1
16975,317.0,999.0,1.4,4.865,5228.1
16976,281.0,999.0,-0.1,4.153,5195.8
16977,164.0,999.0,-1.8,1.266,5099.1
16978,127.0,999.0,1.4,4.962,5228.1
16979,235.0,999.0,-3.4,0.714,5017.5
16980,159.0,999.0,-1.8,1.405,5099.1
16981,212.0,999.0,1.4,4.963,5228.1
16982,255.0,999.0,1.4,4.96,5228.1
16983,50.0,999.0,-0.1,4.12,5195.8
16984,1044.0,999.0,1.1,4.859,5191.0
16985,200.0,999.0,-1.8,0.644,5008.7
16986,532.0,999.0,-2.9,0.859,5076.2
16987,133.0,999.0,-1.1,0.879,4963.6
16988,116.0,999.0,1.1,4.855,5191.0
16989,160.0,999.0,1.4,4.968,5228.1
16990,329.0,999.0,1.1,4.86,5191.0
16991,8.0,999.0,-1.8,1.299,5099.1
16992,25.0,999.0,1.1,4.857,5191.0
16993,111.0,999.0,1.4,4.963,5228.1
16994,55.0,999.0,1.4,4.961,5228.1
16995,958.0,999.0,1.1,4.858,5191.0
16996,430.0,999.0,-1.1,0.879,4963.6
16997,112.0,999.0,1.4,4.964,5228.1
16998,92.0,999.0,-3.4,0.797,5017.5
16999,38.0,999.0,1.4,4.864,5228.1
17000,328.0,3.0,-3.4,0.803,5017.5
17001,84.0,999.0,-1.8,1.327,5099.1
17002,14.0,999.0,1.4,4.959,5228.1
17003,58.0,999.0,1.4,4.962,5228.1
17004,262.0,6.0,-1.1,0.879,4963.6
17005,415.0,999.0,1.1,4.857,5191.0
17006,349.0,999.0,-1.8,1.291,5099.1
17007,235.0,999.0,1.4,4.961,5228.1
17008,99.0,999.0,1.4,4.964,5228.1
17009,11.0,999.0,1.4,4.864,5228.1
17010,431.0,999.0,1.1,4.856,5191.0
17011,145.0,999.0,1.1,4.856,5191.0
17012,250.0,999.0,-0.1,4.12,5195.8
17013,128.0,999.0,1.4,4.968,5228.1
17014,313.0,999.0,-1.8,1.405,5099.1
17015,202.0,999.0,1.4,4.864,5228.1
17016,82.0,999.0,-1.8,1.415,5099.1
17017,65.0,999.0,1.4,4.963,5228.1
17018,181.0,999.0,-0.1,4.153,5195.8
17019,93.0,12.0,-2.9,1.266,5076.2
17020,439.0,999.0,1.4,4.963,5228.1
17021,22.0,999.0,-1.8,1.266,5099.1
17022,147.0,999.0,1.4,4.864,5228.1
17023,243.0,999.0,1.4,4.957,5228.1
17024,341.0,999.0,1.4,4.96,5228.1
17025,186.0,999.0,1.4,4.963,5228.1
17026,198.0,999.0,1.1,4.857,5191.0
17027,379.0,999.0,1.1,4.857,5191.0
17028,274.0,999.0,1.4,4.96,5228.1
17029,102.0,999.0,-0.1,4.12,5195.8
17030,349.0,999.0,1.4,4.957,5228.1
17031,415.0,999.0,-0.1,4.191,5195.8
17032,282.0,999.0,-1.7,0.729,4991.6
17033,189.0,999.0,1.4,4.959,5228.1
17034,125.0,999.0,1.1,4.86,5191.0
17035,203.0,999.0,1.4,4.968,5228.1
17036,42.0,999.0,1.4,4.96,5228.1
17037,39.0,999.0,1.4,4.961,5228.1
17038,183.0,999.0,-1.8,1.405,5099.1
17039,238.0,999.0,1.4,4.964,5228.1
17040,182.0,999.0,1.1,4.855,5191.0
17041,230.0,999.0,-0.1,4.076,5195.8
17042,125.0,999.0,-1.8,1.435,5099.1
17043,2635.0,999.0,1.4,4.961,5228.1
17044,588.0,999.0,1.1,4.857,5191.0
17045,131.0,999.0,1.1,4.855,5191.0
17046,141.0,999.0,1.4,4.962,5228.1
17047,97.0,999.0,-1.8,1.334,5099.1
17048,41.0,999.0,1.1,4.857,5191.0
17049,473.0,999.0,1.1,4.856,5191.0
17050,317.0,999.0,1.4,4.961,5228.1
17051,194.0,999.0,1.4,4.963,5228.1
17052,129.0,999.0,1.4,4.864,5228.1
17053,191.0,999.0,1.4,4.963,5228.1
17054,223.0,999.0,-1.8,1.291,5099.1
17055,97.0,999.0,1.1,4.857,5191.0
17056,142.0,999.0,-1.8,1.299,5099.1
17057,898.0,999.0,-0.1,4.153,5195.8
17058,320.0,999.0,-1.8,1.259,5099.1
17059,81.0,999.0,1.1,4.859,5191.0
17060,4.0,999.0,1.1,4.859,5191.0
17061,154.0,999.0,1.4,4.964,5228.1
17062,427.0,999.0,-3.4,0.737,5017.5
17063,114.0,999.0,-1.8,0.699,5008.7
17064,10.0,999.0,1.1,4.857,5191.0
17065,169.0,999.0,1.4,4.96,5228.1
17066,318.0,999.0,1.4,4.961,5228.1
17067,151.0,999.0,1.1,4.858,5191.0
17068,18.0,999.0,1.4,4.959,5228.1
17069,224.0,999.0,-1.8,1.266,5099.1
17070,350.0,999.0,1.4,4.957,5228.1
17071,272.0,999.0,-1.8,1.327,5099.1
17072,153.0,999.0,1.4,4.964,5228.1
17073,80.0,999.0,1.4,4.961,5228.1
17074,55.0,999.0,1.1,4.857,5191.0
17075,114.0,999.0,-1.8,1.266,5099.1
17076,1101.0,999.0,-1.8,1.281,5099.1
17077,295.0,999.0,-1.8,1.344,5099.1
17078,112.0,999.0,1.1,4.857,5191.0
17079,96.0,999.0,1.4,4.968,5228.1
17080,313.0,999.0,-2.9,0.884,5076.2
17081,197.0,999.0,-1.8,1.313,5099.1
17082,85.0,999.0,-1.8,1.291,5099.1
17083,126.0,999.0,1.4,4.962,5228.1
17084,227.0,999.0,1.4,4.967,5228.1
17085,192.0,999.0,1.1,4.86,5191.0
17086,84.0,999.0,-0.1,4.153,5195.8
17087,175.0,999.0,1.1,4.857,5191.0
17088,135.0,999.0,1.4,4.961,5228.1
17089,142.0,999.0,1.1,4.856,5191.0
17090,76.0,999.0,1.4,4.963,5228.1
17091,305.0,999.0,-2.9,0.884,5076.2
17092,64.0,999.0,-2.9,0.829,5076.2
17093,251.0,999.0,1.1,4.857,5191.0
17094,728.0,999.0,-1.8,1.327,5099.1
17095,100.0,999.0,1.4,4.961,5228.1
17096,49.0,999.0,1.4,4.961,5228.1
17097,41.0,999.0,-1.8,1.405,5099.1
17098,13.0,999.0,1.4,4.959,5228.1
17099,147.0,999.0,1.1,4.864,5191.0
17100,143.0,999.0,-2.9,1.281,5076.2
17101,63.0,999.0,1.4,4.865,5228.1
17102,186.0,999.0,1.4,4.965,5228.1
17103,226.0,999.0,1.1,4.855,5191.0
17104,109.0,999.0,-0.1,4.153,5195.8
17105,97.0,999.0,1.1,4.858,5191.0
17106,21.0,999.0,1.1,4.855,5191.0
17107,103.0,999.0,1.1,4.858,5191.0
17108,13.0,999.0,1.4,4.959,5228.1
17109,68.0,999.0,1.4,4.957,5228.1
17110,148.0,999.0,-1.8,1.334,5099.1
17111,364.0,999.0,1.1,4.858,5191.0
17112,55.0,999.0,1.1,4.857,5191.0
17113,102.0,999.0,1.4,4.962,5228.1
17114,722.0,999.0,-3.4,0.77,5017.5
17115,7.0,999.0,-1.8,1.291,5099.1
17116,74.0,999.0,-3.4,0.741,5017.5
17117,75.0,999.0,1.1,4.864,5191.0
17118,194.0,999.0,-0.1,4.12,5195.8
17119,122.0,999.0,-0.1,4.021,5195.8
17120,491.0,999.0,-0.1,4.153,5195.8
17121,201.0,999.0,-3.4,0.714,5017.5
17122,256.0,999.0,1.4,4.968,5228.1
17123,378.0,999.0,-1.8,1.405,5099.1
17124,46.0,999.0,-1.8,1.244,5099.1
17125,1721.0,999.0,1.4,4.968,5228.1
17126,135.0,999.0,1.4,4.961,5228.1
17127,1394.0,6.0,-1.1,0.881,4963.6
17128,87.0,999.0,1.4,4.961,5228.1
17129,252.0,999.0,1.4,4.964,5228.1
17130,84.0,999.0,1.4,4.967,5228.1
17131,235.0,999.0,1.4,4.967,5228.1
17132,774.0,999.0,-1.8,1.281,5099.1
17133,499.0,999.0,1.4,4.967,5228.1
17134,103.0,999.0,1.4,4.959,5228.1
17135,203.0,999.0,-1.7,0.84,4991.6
17136,225.0,999.0,1.4,4.957,5228.1
17137,283.0,999.0,-0.1,4.076,5195.8
17138,84.0,999.0,1.4,4.963,5228.1
17139,313.0,999.0,-0.1,4.153,5195.8
17140,99.0,999.0,-1.8,1.25,5099.1
17141,201.0,999.0,1.4,4.966,5228.1
17142,377.0,999.0,1.4,4.963,5228.1
17143,81.0,999.0,1.4,4.962,5228.1
17144,484.0,999.0,-0.1,4.021,5195.8
17145,175.0,999.0,1.4,4.968,5228.1
17146,236.0,999.0,-1.7,0.827,4991.6
17147,223.0,999.0,-1.8,1.334,5099.1
17148,219.0,6.0,-1.1,0.883,4963.6
17149,105.0,999.0,1.4,4.865,5228.1
17150,864.0,999.0,1.1,4.864,5191.0
17151,201.0,999.0,1.4,4.958,5228.1
17152,97.0,999.0,1.4,4.963,5228.1
17153,139.0,999.0,-0.1,4.191,5195.8
17154,54.0,999.0,1.4,4.958,5228.1
17155,163.0,999.0,1.4,4.962,5228.1
17156,82.0,999.0,-0.1,4.021,5195.8
17157,367.0,999.0,1.4,4.961,5228.1
17158,21.0,999.0,-1.8,1.266,5099.1
17159,353.0,999.0,-3.4,0.728,5017.5
17160,303.0,999.0,1.4,4.962,5228.1
17161,101.0,999.0,-1.8,1.445,5099.1
17162,193.0,3.0,-1.1,0.886,4963.6
17163,486.0,999.0,-2.9,0.908,5076.2
17164,174.0,999.0,1.4,4.957,5228.1
17165,235.0,999.0,-1.8,1.41,5099.1
17166,175.0,999.0,1.4,4.962,5228.1
17167,140.0,999.0,-0.1,4.12,5195.8
17168,162.0,999.0,1.1,4.86,5191.0
17169,568.0,999.0,-1.8,1.27,5099.1
17170,198.0,999.0,1.1,4.857,5191.0
17171,80.0,999.0,1.4,4.961,5228.1
17172,235.0,999.0,1.4,4.962,5228.1
17173,129.0,3.0,-3.4,0.714,5017.5
17174,137.0,999.0,-3.4,0.754,5017.5
17175,81.0,999.0,1.4,4.968,5228.1
17176,29.0,999.0,1.4,4.967,5228.1
17177,528.0,999.0,-1.8,1.281,5099.1
17178,565.0,999.0,1.4,4.964,5228.1
17179,611.0,999.0,-0.1,4.076,5195.8
17180,99.0,999.0,-0.1,4.191,5195.8
17181,23.0,999.0,-1.8,1.354,5099.1
17182,24.0,999.0,-0.1,5.045,5195.8
17183,207.0,999.0,1.4,4.963,5228.1
17184,40.0,999.0,1.4,4.963,5228.1
17185,894.0,999.0,1.1,4.859,5191.0
17186,225.0,999.0,1.4,4.967,5228.1
17187,331.0,999.0,-0.1,4.153,5195.8
17188,110.0,999.0,1.4,4.962,5228.1
17189,246.0,999.0,-0.1,4.021,5195.8
17190,462.0,999.0,-0.1,4.076,5195.8
17191,140.0,999.0,1.4,4.963,5228.1
17192,62.0,999.0,1.4,4.96,5228.1
17193,574.0,999.0,-1.8,1.405,5099.1
17194,142.0,999.0,1.1,4.855,5191.0
17195,419.0,999.0,1.4,4.961,5228.1
17196,322.0,999.0,1.1,4.857,5191.0
17197,93.0,999.0,-3.4,0.715,5017.5
17198,489.0,999.0,1.4,4.864,5228.1
17199,347.0,999.0,-1.8,1.291,5099.1
17200,396.0,999.0,-0.1,4.191,5195.8
17201,84.0,999.0,-0.1,4.191,5195.8
17202,365.0,999.0,-2.9,1.268,5076.2
17203,108.0,999.0,1.4,4.964,5228.1
17204,96.0,999.0,-2.9,0.879,5076.2
17205,130.0,999.0,1.4,4.957,5228.1
17206,1127.0,999.0,-3.4,0.714,5017.5
17207,255.0,3.0,-1.8,0.637,5008.7
17208,170.0,999.0,1.1,4.857,5191.0
17209,72.0,999.0,-1.1,0.987,4963.6
17210,95.0,999.0,1.4,4.963,5228.1
17211,206.0,999.0,-1.8,1.281,5099.1
17212,21.0,999.0,1.4,4.961,5228.1
17213,461.0,999.0,1.1,4.855,5191.0
17214,141.0,999.0,1.4,4.963,5228.1
17215,335.0,999.0,-1.8,1.344,5099.1
17216,483.0,999.0,-1.8,1.27,5099.1
17217,177.0,999.0,1.4,4.965,5228.1
17218,167.0,999.0,1.4,4.961,5228.1
17219,282.0,999.0,-1.8,1.415,5099.1
17220,283.0,999.0,-1.8,1.313,5099.1
17221,177.0,999.0,1.1,4.857,5191.0
17222,94.0,999.0,-1.8,1.299,5099.1
17223,107.0,999.0,1.1,4.857,5191.0
17224,192.0,999.0,-2.9,1.266,5076.2
17225,380.0,999.0,1.1,4.855,5191.0
17226,564.0,999.0,-0.1,4.191,5195.8
17227,253.0,999.0,1.1,4.857,5191.0
17228,744.0,999.0,1.4,4.965,5228.1
17229,54.0,999.0,1.4,4.955,5228.1
17230,486.0,999.0,-0.1,4.153,5195.8
17231,352.0,999.0,-0.1,4.076,5195.8
17232,405.0,999.0,-1.1,0.878,4963.6
17233,445.0,999.0,1.4,4.965,5228.1
17234,332.0,999.0,-0.1,4.12,5195.8
17235,107.0,999.0,1.1,4.855,5191.0
17236,277.0,999.0,-2.9,0.884,5076.2
17237,109.0,999.0,1.1,4.859,5191.0
17238,176.0,999.0,-1.8,1.266,5099.1
17239,69.0,999.0,1.4,4.864,5228.1
17240,111.0,999.0,-1.8,1.531,5099.1
17241,267.0,999.0,-1.8,1.281,5099.1
17242,83.0,999.0,1.4,4.963,5228.1
17243,422.0,999.0,1.4,4.967,5228.1
17244,304.0,999.0,-1.8,1.41,5099.1
17245,271.0,999.0,-1.8,1.291,5099.1
17246,78.0,999.0,1.1,4.864,5191.0
17247,50.0,999.0,1.4,4.959,5228.1
17248,138.0,999.0,-2.9,0.861,5076.2
17249,100.0,999.0,1.1,4.857,5191.0
17250,408.0,999.0,1.1,4.857,5191.0
17251,305.0,999.0,1.4,4.962,5228.1
17252,364.0,999.0,1.1,4.857,5191.0
17253,29.0,999.0,1.4,4.961,5228.1
17254,49.0,999.0,-3.4,0.741,5017.5
17255,456.0,999.0,1.1,4.857,5191.0
17256,370.0,999.0,-1.8,1.291,5099.1
17257,245.0,999.0,1.4,4.962,5228.1
17258,125.0,999.0,-0.1,4.076,5195.8
17259,122.0,999.0,1.4,4.964,5228.1
17260,145.0,999.0,-0.1,4.12,5195.8
17261,293.0,999.0,-0.1,4.191,5195.8
17262,104.0,999.0,1.4,4.864,5228.1
17263,249.0,999.0,-0.1,4.191,5195.8
17264,108.0,999.0,1.4,4.963,5228.1
17265,106.0,999.0,-1.8,1.266,5099.1
17266,92.0,999.0,1.4,4.957,5228.1
17267,382.0,999.0,-1.8,0.634,5008.7
17268,111.0,999.0,1.4,4.964,5228.1
17269,233.0,999.0,-1.8,1.405,5099.1
17270,366.0,999.0,-1.8,1.453,5099.1
17271,225.0,999.0,-0.1,4.021,5195.8
17272,143.0,999.0,1.4,4.957,5228.1
17273,108.0,999.0,-1.8,1.299,5099.1
17274,205.0,999.0,-1.8,1.479,5099.1
17275,143.0,999.0,1.1,4.857,5191.0
17276,452.0,999.0,1.4,4.968,5228.1
17277,114.0,6.0,-3.4,0.728,5017.5
17278,127.0,999.0,1.4,4.963,5228.1
17279,14.0,999.0,-1.8,1.25,5099.1
17280,525.0,999.0,-3.4,0.74,5017.5
17281,45.0,999.0,1.4,4.966,5228.1
17282,250.0,999.0,1.1,4.857,5191.0
17283,763.0,999.0,1.4,4.967,5228.1
17284,404.0,999.0,-1.8,1.405,5099.1
17285,401.0,999.0,1.4,4.968,5228.1
17286,288.0,10.0,-1.7,0.9,4991.6
17287,177.0,13.0,-1.8,0.682,5008.7
17288,172.0,999.0,1.1,4.855,5191.0
17289,7.0,999.0,-1.7,0.861,4991.6
17290,115.0,999.0,1.4,4.961,5228.1
17291,329.0,999.0,1.4,4.962,5228.1
17292,10.0,999.0,-1.8,1.405,5099.1
17293,232.0,999.0,1.4,4.959,5228.1
17294,773.0,999.0,1.4,4.963,5228.1
17295,508.0,999.0,1.1,4.858,5191.0
17296,251.0,999.0,1.1,4.859,5191.0
17297,374.0,999.0,1.4,4.964,5228.1
17298,567.0,3.0,-1.1,1.0,4963.6
17299,142.0,999.0,1.4,4.963,5228.1
17300,85.0,999.0,1.4,4.962,5228.1
17301,764.0,999.0,1.1,4.857,5191.0
17302,89.0,999.0,1.1,4.857,5191.0
17303,221.0,999.0,1.4,4.96,5228.1
17304,69.0,999.0,-1.8,1.405,5099.1
17305,367.0,999.0,1.4,4.962,5228.1
17306,221.0,999.0,-3.4,0.788,5017.5
17307,249.0,999.0,-1.7,0.748,4991.6
17308,115.0,999.0,-2.9,0.821,5076.2
17309,92.0,999.0,1.4,4.963,5228.1
17310,2187.0,999.0,-3.4,0.737,5017.5
17311,104.0,999.0,-0.1,4.191,5195.8
17312,33.0,999.0,-1.8,1.405,5099.1
17313,102.0,999.0,-0.1,4.12,5195.8
17314,132.0,999.0,1.4,4.961,5228.1
17315,206.0,999.0,-0.1,4.12,5195.8
17316,1380.0,999.0,-1.8,1.25,5099.1
17317,188.0,999.0,-1.8,1.435,5099.1
17318,70.0,999.0,-0.1,4.191,5195.8
17319,281.0,999.0,-1.8,1.334,5099.1
17320,387.0,999.0,1.4,4.964,5228.1
17321,198.0,999.0,-1.8,1.291,5099.1
17322,336.0,999.0,1.4,4.963,5228.1
17323,120.0,999.0,1.1,4.857,5191.0
17324,176.0,999.0,1.1,4.857,5191.0
17325,152.0,999.0,1.1,4.857,5191.0
17326,406.0,999.0,1.4,4.963,5228.1
17327,192.0,999.0,-1.8,1.299,5099.1
17328,88.0,999.0,-0.1,4.076,5195.8
17329,510.0,999.0,-3.0,0.715,5023.5
17330,172.0,999.0,1.4,4.965,5228.1
17331,17.0,999.0,-1.8,1.266,5099.1
17332,211.0,999.0,1.1,4.859,5191.0
17333,162.0,999.0,-2.9,0.883,5076.2
17334,259.0,999.0,1.4,4.961,5228.1
17335,187.0,999.0,-0.1,4.968,5195.8
17336,79.0,999.0,-2.9,0.884,5076.2
17337,134.0,999.0,-1.8,1.405,5099.1
17338,162.0,999.0,1.1,4.857,5191.0
17339,331.0,999.0,-3.4,0.809,5017.5
17340,320.0,999.0,1.4,4.958,5228.1
17341,203.0,999.0,1.4,4.961,5228.1
17342,133.0,999.0,1.4,4.967,5228.1
17343,214.0,999.0,1.4,4.961,5228.1
17344,322.0,999.0,1.1,4.857,5191.0
17345,105.0,999.0,-0.1,4.021,5195.8
17346,70.0,999.0,1.4,4.964,5228.1
17347,459.0,999.0,-1.8,1.281,5099.1
17348,91.0,999.0,-0.1,4.076,5195.8
17349,193.0,999.0,1.1,4.858,5191.0
17350,213.0,999.0,-1.8,1.313,5099.1
17351,93.0,999.0,1.4,4.964,5228.1
17352,259.0,999.0,1.4,4.961,5228.1
17353,191.0,999.0,-1.8,1.405,5099.1
17354,110.0,999.0,1.4,4.957,5228.1
17355,237.0,999.0,-1.8,1.281,5099.1
17356,79.0,999.0,1.4,4.963,5228.1
17357,151.0,999.0,1.4,4.963,5228.1
17358,14.0,999.0,-1.8,1.405,5099.1
17359,278.0,999.0,1.4,4.967,5228.1
17360,213.0,999.0,1.4,4.962,5228.1
17361,202.0,999.0,1.1,4.86,5191.0
17362,243.0,999.0,-1.8,0.677,5008.7
17363,371.0,999.0,-0.1,4.076,5195.8
17364,273.0,999.0,1.4,4.961,5228.1
17365,112.0,14.0,-1.7,0.739,4991.6
17366,285.0,999.0,-0.1,4.12,5195.8
17367,360.0,999.0,-3.4,0.733,5017.5
17368,114.0,999.0,-0.1,4.021,5195.8
17369,600.0,999.0,1.4,4.965,5228.1
17370,46.0,999.0,1.1,4.859,5191.0
17371,406.0,999.0,1.4,4.96,5228.1
17372,346.0,999.0,-1.8,1.334,5099.1
17373,467.0,999.0,-1.8,1.266,5099.1
17374,163.0,999.0,1.4,4.963,5228.1
17375,42.0,999.0,1.4,4.865,5228.1
17376,146.0,999.0,-1.8,1.344,5099.1
17377,182.0,999.0,1.4,4.961,5228.1
17378,63.0,999.0,-1.8,1.25,5099.1
17379,333.0,999.0,-1.8,1.405,5099.1
17380,358.0,999.0,-1.1,0.877,4963.6
17381,187.0,999.0,1.4,4.962,5228.1
17382,113.0,999.0,1.4,4.957,5228.1
17383,161.0,999.0,-0.1,4.12,5195.8
17384,139.0,999.0,1.4,4.965,5228.1
17385,198.0,999.0,1.4,4.961,5228.1
17386,15.0,999.0,-1.8,1.291,5099.1
17387,186.0,999.0,-0.1,4.12,5195.8
17388,47.0,999.0,-1.8,1.354,5099.1
17389,228.0,999.0,1.4,4.962,5228.1
17390,237.0,999.0,-1.8,1.405,5099.1
17391,143.0,999.0,1.1,4.859,5191.0
17392,82.0,999.0,1.4,4.965,5228.1
17393,108.0,999.0,-1.8,1.423,5099.1
17394,144.0,999.0,-1.8,0.682,5008.7
17395,354.0,999.0,-1.8,1.291,5099.1
17396,164.0,999.0,-1.8,1.266,5099.1
17397,401.0,999.0,1.4,4.96,5228.1
17398,851.0,999.0,-1.8,1.313,5099.1
17399,102.0,999.0,1.4,4.865,5228.1
17400,337.0,999.0,-0.1,4.021,5195.8
17401,448.0,999.0,1.1,4.86,5191.0
17402,65.0,999.0,1.1,4.856,5191.0
17403,95.0,999.0,-1.8,1.327,5099.1
17404,184.0,999.0,-0.1,4.12,5195.8
17405,86.0,999.0,-2.9,1.072,5076.2
17406,223.0,999.0,1.4,4.967,5228.1
17407,340.0,999.0,1.4,4.963,5228.1
17408,99.0,999.0,-2.9,0.883,5076.2
17409,25.0,999.0,1.4,4.962,5228.1
